#MicroRNA_ID	TCGA.BT.A0S7.01A	TCGA.BT.A0YX.01A	TCGA.BT.A2LA.01A	TCGA.BT.A2LB.01A	TCGA.BT.A20J.01A	TCGA.BT.A20N.01A	TCGA.BT.A20O.01A	TCGA.BT.A20P.01A	TCGA.BT.A20Q.01A	TCGA.BT.A20R.01A	TCGA.BT.A20T.01A	TCGA.BT.A20U.01A	TCGA.BT.A20V.01A	TCGA.BT.A20W.01A	TCGA.BT.A20X.01A	TCGA.C4.A0F0.01A	TCGA.C4.A0F6.01A	TCGA.CF.A1HR.01A	TCGA.CF.A1HS.01A	TCGA.CF.A27C.01A	TCGA.CU.A0YN.01A	TCGA.CU.A0YO.01A	TCGA.CU.A0YR.01A	TCGA.DK.A1A3.01A	TCGA.DK.A1A5.01A	TCGA.DK.A1A6.01A	TCGA.DK.A1A7.01A	TCGA.DK.A1AA.01A	TCGA.DK.A1AB.01A	TCGA.DK.A1AC.01A	TCGA.DK.A1AD.01A	TCGA.DK.A1AE.01A	TCGA.DK.A1AF.01A	TCGA.DK.A1AG.01A	TCGA.DK.A2HX.01A	TCGA.DK.A2I1.01A	TCGA.DK.A2I2.01A	TCGA.DK.A2I6.01A	TCGA.E5.A2PC.01A	TCGA.FD.A3B3.01A	TCGA.FD.A3B4.01A	TCGA.FT.A3EE.01A	TCGA.G2.A2EC.01A	TCGA.G2.A2EF.01A	TCGA.G2.A2EJ.01A	TCGA.G2.A2EK.01A	TCGA.G2.A2EL.01A	TCGA.G2.A2EO.01A	TCGA.G2.A2ES.01A	TCGA.GD.A2C5.01A	TCGA.H4.A2HO.01A	TCGA.H4.A2HQ.01A	TCGA.HQ.A2OE.01A
hsa-let-7a-1	15981.40554	6432.886124	5393.990897	4022.019621	4841.276394	4698.188621	8355.67033	6292.168568	5594.527215	6937.665274	9134.684374	6956.612779	4806.179867	6556.699655	7360.278997	10205.51021	4423.447748	4776.305025	8067.243263	10268.70229	5880.287475	5235.530516	7926.82264	5785.648386	7252.865927	5076.048767	4564.007546	13587.05943	8829.915054	9827.768392	5479.45285	9848.996313	6770.067708	9510.149542	5177.74647	4587.67264	3319.489864	8633.37522	13459.43696	3613.081418	6077.24687	11246.79599	4578.336507	2984.542261	6315.113448	4262.098948	2305.346526	4855.564516	8258.097153	4416.125771	6938.435026	4833.637948	13181.40195
hsa-let-7a-2	32004.60753	12992.35515	10678.26073	7976.55867	9725.453247	9484.844047	16615.57044	12532.49523	11127.07173	13762.83065	18463.81407	13805.70012	9558.741094	13176.05663	14700.96952	20661.52754	8847.736135	9561.15761	16426.72753	20420.74496	11790.01564	10388.11484	16019.52556	11386.23655	14394.10201	10048.68821	9224.708585	27318.07738	17750.58195	19656.31873	10988.7894	19475.23953	13515.71508	19051.93887	10267.04334	9165.693948	6645.376895	16998.30202	26753.2305	7203.016979	12205.95444	22436.80188	9199.489699	5979.038526	12627.95955	8500.537449	4518.929622	9639.264293	16336.0768	8784.465708	13851.8944	9573.732019	26306.37554
hsa-let-7a-3	16259.38738	6608.198689	5410.260567	4046.969674	4859.893574	4766.471252	8246.191819	6323.731623	5578.835392	6994.38719	9254.408347	7036.19575	4749.936539	6650.685637	7510.932148	10491.21416	4550.80471	4856.260322	8291.294697	10335.3333	5959.973613	5261.789864	7899.041719	5806.941926	7401.383683	5050.29862	4635.31433	13905.18999	8959.355834	9942.714575	5526.599471	9816.665292	6821.982262	9687.84606	5196.048787	4666.199381	3378.983516	8652.520698	13426.98331	3624.331081	6133.94086	11322.12381	4596.762263	3002.514769	6306.610917	4335.60291	2338.889294	4877.593405	8259.065527	4432.311296	6964.809311	4847.794972	13173.79068
hsa-let-7b	34685.95632	7298.598984	2568.822193	9844.349847	6652.809009	13391.98482	11163.05237	7986.924718	8446.777586	8241.926094	20533.08585	14527.9598	10703.4803	7789.165075	11366.65558	16696.47583	6882.319785	8384.621658	24608.08394	8656.497431	7632.59744	6027.895931	7651.429167	10063.13341	18838.04134	7613.051319	3980.859915	34587.09402	21327.75671	19389.67486	10357.45988	19619.07439	11001.36003	22462.73131	8187.051076	4135.047132	4987.444494	19899.97414	27792.78579	5798.748701	13980.56356	8123.045633	8685.159233	3229.797865	4706.1511	7593.263697	3266.107237	8354.004979	18158.16874	6229.324919	6480.481531	6253.282772	33902.15743
hsa-let-7c	3807.869493	317.694539	10096.3224	1092.741301	1070.083162	653.194231	2070.514677	5089.174624	985.708018	2357.349101	1459.330502	1470.339604	3349.852624	625.549403	1406.096075	784.555234	600.777396	852.619061	568.710266	115.995516	294.603188	1431.092802	148.567531	3026.973495	2363.109841	206.818639	419.62736	295.026103	7306.597683	896.632364	1819.569445	734.448779	4872.795681	145.823227	2513.263091	682.831696	349.07207	1221.810858	412.031528	875.922036	1164.581782	258.056619	637.610707	560.189237	143.69278	2709.295137	851.746716	1311.982885	522.921793	1439.881076	188.216489	122.21633	334.633285
hsa-let-7d	585.717089	583.804165	265.671809	617.891177	1071.702047	864.054434	605.418041	332.965697	248.846161	440.817674	351.246927	480.681145	983.883287	1113.907939	431.83675	845.707283	819.764119	539.38662	590.048498	695.087634	682.238961	509.431358	919.186108	357.537894	537.773045	866.921607	1749.069558	403.986161	538.301694	1217.230563	367.453512	413.938896	440.419852	237.82379	613.232019	1203.784243	824.808042	842.401016	408.915978	272.319428	297.948724	454.615138	440.494881	521.20272	394.517454	292.276108	653.365202	894.8785	920.729704	440.792791	448.562651	954.07587	667.166911
hsa-let-7e	1736.74893	673.839825	1834.107697	1624.772331	2219.491702	752.3973	785.128049	1868.271182	1836.204828	1696.508745	1002.511373	833.322133	1092.245432	1230.622558	1012.545882	1791.696063	2495.019558	1331.460468	1226.948331	2422.402542	774.093919	981.516086	852.753472	654.29241	2071.256202	3701.277044	1330.5622	3201.67577	1228.612717	3238.041817	809.906419	681.497186	1617.292055	981.884179	892.290166	703.231101	1136.563306	1479.142546	3737.362225	766.658068	1024.504015	6527.037536	1718.500043	1419.2751	1120.633631	1037.841144	295.176358	539.346666	933.512237	2190.090647	1567.67152	1780.559324	8978.932801
hsa-let-7f-1	23.235995	16.17977	4.166623	18.113206	11.332197	12.024614	32.298977	11.44774	12.291928	12.786029	13.585699	15.916594	20.247598	28.666748	12.999622	52.696943	19.054507	18.875861	25.976978	15.938315	21.786112	23.008191	33.015007	23.810049	18.18047	31.676768	25.760043	12.987711	19.344471	28.150086	20.309314	13.492473	25.274191	13.192974	17.606412	17.328527	15.139961	18.733747	17.654785	8.017001	19.886507	14.418215	12.858262	15.760507	8.502531	12.700093	11.021195	13.90348	32.924705	16.04539	21.778766	15.769849	21.521513
hsa-let-7f-2	13426.86294	10943.2349	2915.643943	8567.90157	13809.90078	8777.1096	14627.68105	7067.017033	7792.951625	10855.85391	12252.31926	10939.65206	16858.00022	19473.73174	8964.396707	17467.46357	10282.56853	11829.82236	11065.26484	24057.3372	11735.45223	15012.84457	23974.53174	13181.28197	10542.56496	14906.6782	15485.1456	12039.06102	11315.79896	18061.6685	14698.43063	9333.73658	14313.64519	8675.139358	9643.372734	14984.02101	7974.9214	11035.618	13218.50107	5585.780943	8081.59748	18740.73667	9959.055053	4465.476887	4666.756038	8845.962575	5551.088511	8030.433092	9470.113664	9377.304335	12348.75996	11273.29166	32528.9799
hsa-let-7g	809.434381	496.433408	307.338038	529.544903	724.451157	568.59248	634.524677	536.735471	415.702546	437.556808	343.0389	379.522347	427.824249	733.86876	434.151752	590.677675	778.292545	729.925967	427.228512	1161.504719	559.569412	486.006352	785.515592	472.329432	537.597388	559.963508	348.320576	725.944675	269.150847	1095.507507	574.463446	381.3533	438.370593	663.735024	405.573786	600.137334	453.345889	814.197463	635.831892	280.33643	196.597314	1238.495221	599.831278	324.887637	234.669865	370.651338	352.199064	642.449093	388.124175	378.432978	726.891281	482.951628	1060.590671
hsa-let-7i	760.97883	310.46123	190.077366	615.760212	726.879485	715.035105	918.455223	318.574253	348.750767	459.09569	401.344192	661.069213	820.027724	376.967742	836.961949	689.189497	458.148807	423.816492	706.017149	248.814809	528.55855	544.11037	524.213891	453.358824	415.691625	445.109679	392.000648	313.755749	408.741504	708.183178	398.497749	268.831165	743.368599	234.437982	463.751495	417.639431	806.04302	505.399436	265.600664	398.263931	291.494331	288.364295	483.841805	834.477353	423.142643	554.454736	522.548407	900.837134	663.142303	404.70818	367.441744	326.68676	503.655901
hsa-miR-1-1	0	0	0	0.266371	0	0	0	0	0.523061	0	0	0	0	0	0	0.393261	0	0	0	0	0	0.916993	0	0.774311	0.087828	0	0	0	0.11941	0	0.290133	0	0.085386	0	0.208772	0	0	0	0	0.129306	0.174443	0	0.132559	0	0	0.521922	0	0.180565	0	0	0	0.179203	0
hsa-miR-1-2	14.593338	10.849963	6.745961	41.820196	65.564853	13.312966	9.389238	12.428975	75.713046	15.274586	52.078513	14.148084	22.122376	29.690561	16.739239	137.051378	18.774294	44.874687	11.596865	1.770924	4.317968	259.008874	10.065551	143.053873	56.297978	3.678592	22.773371	27.479262	132.784269	3.649085	138.393467	98.265937	26.213434	5.487343	68.059568	55.824178	8.742795	29.23288	11.942943	38.662635	50.588484	7.061983	64.688986	1.659001	1.983924	129.610536	1.437547	8.667104	8.134339	67.474719	53.148181	10.393764	9.973384
hsa-miR-100	3457.487693	1195.780164	1600.379996	2705.882113	3298.478734	914.300144	10303.18599	378.26604	2629.034188	3894.933506	1805.765827	2392.794664	1272.224082	1734.747805	2493.968532	3593.027015	612.686463	3442.351519	2015.535161	380.74864	753.092892	3448.644384	543.539748	3803.219816	2353.887863	292.243729	1881.976445	1218.383982	4415.793399	6395.282463	4389.858167	2464.031103	5560.834294	226.498847	4737.864537	3050.478766	3205.193817	6429.174908	1186.765038	2693.195182	2371.90211	1594.242601	1775.633143	4233.216789	1809.905506	2852.736596	82.658964	1270.814141	727.442316	4161.921949	3007.068109	252.317585	876.607979
hsa-miR-101-1	8991.904948	3332.651879	17239.50125	13074.98219	7875.876829	4690.887962	8113.240215	7087.950043	7252.237556	6217.099572	8744.944634	5305.531406	7710.960287	9119.09744	4768.190032	2970.888478	4934.556876	7403.254982	3465.607177	31282.04265	4596.477048	6235.803279	6258.356924	6833.677708	4261.519831	3955.508651	10179.69683	7598.904493	5785.907338	11605.39418	7110.580877	5303.814857	6348.347341	9757.546994	5862.656766	9674.362982	6255.149719	6160.520625	7681.648915	6209.55536	5940.832407	7322.393341	7249.540947	4931.932584	4783.524135	7022.629391	3728.997435	6313.985348	6004.304227	11984.43499	21169.95929	13285.02264	9394.402989
hsa-miR-101-2	72.258277	28.171834	30.952055	41.465035	35.615476	54.540215	76.616179	57.892857	59.890458	36.556031	32.549071	33.601699	44.619707	88.04787	25.64309	44.241836	43.853387	73.366552	47.31521	73.714708	32.384761	70.191655	67.640502	58.073291	35.131344	26.363245	67.200111	38.142856	38.569531	61.773799	76.01486	55.497343	63.270863	42.030714	54.558999	30.270085	32.625551	41.996532	16.875898	22.887245	15.350988	19.126203	34.067765	47.55802	22.956835	85.682133	44.803554	26.001312	22.853619	48.486506	79.122855	44.263099	27.03312
hsa-miR-103-1	21872.86369	32606.42386	47920.92464	16656.77988	22492.79191	45964.94739	31878.90287	32400.53876	32391.06115	22120.60332	19715.11355	13335.98374	17979.86714	56375.61795	16175.62525	41843.33907	40473.45406	33394.06849	35998.52488	56899.34246	34810.47751	17075.32882	52176.19223	17185.82253	28092.16427	51792.94593	62732.79705	24877.75488	13718.33447	52418.06631	28645.56171	23147.99258	27990.99556	28714.91676	13465.77345	14751.29232	21052.64954	23910.64291	19265.26496	7751.922949	5655.269139	20206.68658	27318.50365	37938.30453	27280.37182	19979.5946	54753.77692	24771.48638	16785.59587	16567.88125	15302.28028	42402.43616	24833.98908
hsa-miR-103-1-as	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-103-2	7.650876	7.233309	20.634704	11.453939	12.14164	20.184174	10.140377	11.120662	5.622903	10.125849	7.924991	6.366638	10.123799	12.490512	25.108858	28.314775	20.17536	6.054521	19.018859	14.388757	12.168819	5.085144	21.338968	2.903665	8.168037	18.597328	11.200019	3.554531	5.851105	15.899586	4.642129	10.946724	6.916248	4.203071	4.245024	6.251431	18.765023	13.792979	16.356639	7.887695	4.709962	11.181473	6.62797	24.05551	22.956835	2.609608	28.271762	18.237032	10.845785	5.815578	5.794351	29.389264	16.797279
hsa-miR-103-2-as	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-105-1	86.709932	4.949106	674.39767	70.055488	111.703083	0	24.599803	1.308313	0.653826	415.588864	2.264283	13.44068	621.301298	6.5524	51.286179	0	96.393388	2.314964	15.771737	3.984579	0	16.005698	0.805244	154.668531	0	0.204366	13.440022	0.546851	1.074693	143.09627	104.302833	0.254575	5.208533	0.700512	0.139181	0.109674	80.177824	62.377201	89.052813	11.120357	0	0	0.132559	213.45809	234.669865	37.404383	27.552988	0.180565	0	56.684369	41.55948	107.880104	772.937274
hsa-miR-105-2	90.677053	5.329807	688.683234	64.461703	146.509117	0	27.792143	0.327078	0.523061	413.186121	4.811602	9.196254	623.925987	4.709537	47.368485	0.393261	103.258615	1.958816	15.307862	9.297351	0	15.922335	0	170.154742	0.175657	0	11.573352	0.136713	0.597052	138.925887	110.540693	0.50915	4.354675	0.58376	0	0.219348	97.876652	65.876912	86.456521	11.508276	0	0.882748	0.397678	233.642599	238.070878	38.535213	27.313397	0.361129	0	53.461278	47.75344	120.245099	764.276178
hsa-miR-106a	16.860265	3.045604	103.173518	6.748057	29.949377	24.90813	5.070188	17.008071	3.138365	4.805488	6.226779	5.305531	76.490926	10.647649	4.095771	16.516952	18.634187	2.13689	9.277492	11.732371	11.187463	4.334877	13.689149	2.322932	7.289754	8.17465	15.306692	6.97235	2.507617	23.458405	4.351996	4.836924	5.037761	5.253839	3.966662	1.425765	3.411822	29.027014	22.847369	4.525726	1.918874	10.298725	4.904698	13.272006	3.117595	3.218517	11.97956	33.404464	3.486145	1.051008	1.998052	21.683542	111.281971
hsa-miR-106b	910.737651	341.678668	4239.042724	724.173077	1306.440411	866.201686	473.593145	754.078993	407.202808	860.697153	824.482109	432.223959	1226.479509	1347.541939	900.891596	811.886857	1303.132127	310.561329	1483.934863	1034.883659	981.160116	768.440231	825.777795	465.360637	437.824372	1088.863348	1285.015458	622.042989	287.659446	1826.367143	714.597711	712.809907	522.048658	842.365559	353.93759	1068.336581	1020.774586	632.418358	664.650733	427.228581	511.641457	719.73374	663.194671	1303.698051	800.938453	355.950546	2544.937725	716.119477	682.509777	727.858132	382.227328	1151.019781	2160.025049
hsa-miR-107	65.315815	58.247171	186.704386	84.084343	76.89705	155.890536	97.835856	99.922417	99.250781	76.801989	84.627583	50.933101	81.365348	144.152792	73.189651	93.596063	97.374135	73.188478	77.467059	173.550543	102.453607	43.265402	127.631185	60.783378	70.789658	168.193419	132.160219	56.735789	43.465354	198.093197	56.575945	61.352567	70.870197	58.142488	49.966022	40.03109	85.082319	67.523835	122.02572	43.576281	37.156369	134.177672	161.324788	150.692564	133.489742	42.88456	174.661985	84.504265	83.667487	65.162501	89.912335	106.804887	227.288176
hsa-miR-10a	22451.92168	5238.819113	19886.29882	9545.304369	7130.380163	7426.487735	19689.9824	165343.3079	28337.99402	34055.97569	11254.33646	6856.515086	6854.186922	36928.7101	9632.363573	5335.565481	3943.162087	21932.68156	10841.2134	40604.40748	4227.879589	13543.8216	10995.20517	15767.67277	14935.65167	3345.679779	44458.47351	115735.9514	21408.47809	24570.5939	13153.18198	7853.383149	41136.90483	187992.8758	7066.991005	9147.81705	2877.019159	16891.45791	9596.15458	2169.63328	3642.719707	4096.538481	23612.54054	12696.88536	4063.35973	5247.921904	6788.337467	1664.986813	3538.243788	6464.540529	36769.54969	15814.829	20649.36704
hsa-miR-10b	108826.3485	34790.69279	229245.0099	30299.30919	17166.65938	106389.4936	69872.45284	105805.7377	42920.66672	48068.6917	48140.35839	34115.27434	33627.13598	67906.61274	54828.13075	45185.07245	63825.73308	140847.3979	31240.09918	119515.67	22708.97935	60301.80077	41931.87716	39269.15925	37332.84946	20114.13446	43896.97924	68469.84397	47741.67633	21284.85333	16604.02452	43513.98991	52965.9946	109479.0351	26333.55521	14409.98615	19035.62284	33350.59857	22473.50289	7189.05188	8141.431445	12030.97033	35908.61779	37883.83401	29363.492	17143.21155	21737.63039	33924.30946	29500.14874	12835.47127	70935.83756	45218.07103	12643.88903
hsa-miR-1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0.566732	0.19035	1.984106	0.17758	0	0	0	0	0	0.686498	0	1.061106	0	0.204762	0.356154	0	0	0	0	0.221365	0.196271	0.333452	0.402622	0	0.263485	0	0.373334	0.136713	0	0.260649	0	0	0.170772	0	0.069591	0.438697	0.213239	0	0.259629	0	0	0	0	0	0.283418	0.173974	3.593868	0	0.581024	0.350336	0	0	0
hsa-miR-1180	21.110751	20.367475	235.116575	11.187568	31.568263	43.374502	29.669991	10.302966	95.589355	24.713936	6.226779	19.099913	24.747064	34.809623	9.972313	10.42141	34.045921	26.354975	17.16336	7.969158	13.738989	6.418952	37.846471	16.066944	8.695008	115.671294	141.866901	16.268817	5.851105	21.894511	14.361586	38.695395	9.050893	11.558446	6.471922	9.431983	17.059112	19.351343	14.798864	8.922147	4.535519	27.070934	11.400108	35.945015	18.138734	7.65485	155.494689	23.473407	16.462353	4.414234	3.396688	31.539698	23.358716
hsa-miR-1181	0.425049	0.571051	1.190464	0.355161	0.809443	0.858901	0.37557	0.163539	0.26153	0.343249	0	0.707404	0	0.81905	0.178077	0.786522	0.140107	0	0.927749	0.885462	0.588814	0	0	0	0.087828	1.226197	0	0.410138	0.358231	0.521298	0	1.0183	0.683086	0.116752	0	0	0	0.205865	0	0.775839	0.174443	1.176997	0	0	0.566835	0.173974	0	0.722259	0.193675	0.210202	0.199805	0.537608	1.04983
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0.353702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1	0.708414	0.951751	0	0.266371	0	0.429451	0	0.327078	0	0.429061	0.566071	0.707404	0.374956	0.204762	0.356154	0	0.280213	0.356148	0.463875	0	0.392543	0.583541	0	0.774311	0.175657	0	0.373334	0.273425	0.238821	1.042596	0.4352	0	1.793101	0	0.487134	0.548371	0.852956	0.617596	0	0.129306	0	0	1.193035	0	0	0.608909	46.959875	1.625082	0.193675	0.350336	0.199805	0.358406	0.524915
hsa-miR-1185-2	0.566732	0	0	0.532741	0	0.429451	0	0	0	0.171625	0	0	0	0	0.178077	0	0.280213	0	0	0	0	0.416815	0	0	0.439142	0	0	0	0	0.260649	0	0	0.426929	0	0.208772	0	0	0.205865	0.259629	0.129306	0.174443	0.588499	0.132559	0.2765	0	0.173974	16.771384	0	0	0.140134	0	0.358406	0
hsa-miR-1193	0.141683	0	0	0	0	0	0	0	0	0.085812	0	0.353702	0	0	0	0	0.140107	0	0	0	0	0.083363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479182	0.361129	0	0.070067	0	0	0
hsa-miR-1197	0.283366	0	0	0	0	0	0.37557	0.163539	0	0.171625	0	0.353702	0	0	0.178077	0	0.980747	0.356148	0	0	0.392543	0.166726	0.402622	0	0.175657	0	0	0	0	0.260649	0	0	0.768472	0	0.139181	0	0	0	0	0.129306	0.174443	0	0.397678	0	0	0.521922	116.680914	0	0	0.140134	0	0.179203	0
hsa-miR-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122	0	0	0	0.17758	0.809443	0	0	0	0	0	0	0	0.374956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179203	0.787372
hsa-miR-1224	0.283366	3.426304	69.642125	0.710322	0	1.288352	0	0	0	0.514874	0.566071	0	0.374956	0.81905	0	0.19663	1.120853	0	0	0.221365	0	0.166726	0	1.548621	0.351313	1.021831	0	0.410138	0	0.781947	0	0.254575	0.085386	0	0	0.76772	0	0	0	0.129306	0	0.588499	0.265119	0.2765	0	0.173974	26.594623	0.902823	0	0.210202	0	0.896014	0.262457
hsa-miR-1225	0	0	0	0	0	0.429451	0	0	0	0.085812	0	0	0	0	0	0.19663	0.140107	0.178074	0	0.221365	0	0	0	0	0	0.204366	0	0	0	0	0	0	0.085386	0	0	0.109674	0.213239	0	0	0.129306	0	0	0.132559	0	0	0.086987	0	0	0	0	0.199805	0.179203	0
hsa-miR-1226	1.133463	2.855253	5.753908	0.976692	1.618885	13.742416	0.37557	1.471852	0.523061	1.973682	1.132142	0.707404	0.749911	1.228575	0.534231	1.769673	6.444907	1.602667	0.463875	1.770924	2.551527	1.750623	2.818354	0.774311	2.283537	3.678592	1.86667	3.96467	0.477641	4.691681	6.527994	0.50915	0.5977	0.817264	0.278362	1.864462	2.132389	2.058654	1.038517	0.129306	0.174443	7.061983	0.927916	3.041501	0.283418	0.782882	8.625283	1.805647	0.968374	1.331277	0.799221	0.896014	2.887032
hsa-miR-1227	0	0	0.595232	0.08879	0	1.717802	0	0	0	0.171625	0	0.353702	0	0.614287	0.534231	0.19663	0.700533	0	0	0.442731	0.196271	0.083363	0	0	0.175657	0.613099	0.373334	0.273425	0	0	0.145067	0	0	0	0.069591	0.329023	0.426478	0	0.259629	0	0	0.294249	0	0.553	0.283418	0.086987	0.479182	0.361129	0	0	0	0.179203	0.262457
hsa-miR-1228	2.408609	2.093853	0.396821	1.065483	4.047213	1.717802	2.441202	0.327078	0.130765	2.660181	1.132142	0.353702	1.874778	0.614287	2.136924	1.769673	3.78288	1.602667	2.783248	0.221365	1.177628	2.334164	1.610488	0	0.790455	5.517889	1.120002	0.956989	1.432924	2.085192	1.015466	1.0183	1.707716	0.467008	0.487134	1.096742	2.345628	1.029327	2.596292	0.387919	0.348886	0.882748	1.193035	1.106	1.700506	0.086987	0.239591	0.722259	1.743073	0.140134	0.39961	0.179203	0.524915
hsa-miR-1229	0.850097	0.571051	1.388874	0.266371	2.428328	2.147253	0	3.434322	0.915356	0.429061	0.283035	0	0	0.204762	1.068462	0.983152	3.642773	0.356148	0	0.442731	1.177628	0.83363	3.220976	0	0.614799	1.63493	0.373334	1.50384	0	1.303245	0.4352	0	0.426929	0.350256	0.139181	0.658045	0.852956	0.205865	0.259629	0	0	3.825241	0.397678	2.765001	0.850253	0.173974	0.718774	0.361129	0.193675	0.280269	0	0.179203	0.524915
hsa-miR-1231	0	0	0	0	0	0	0	0	0.130765	0	0	0	0	0	0	0.393261	0	0	0	0	0.196271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411731	0.259629	0	0.174443	0	0	0.2765	0	0	0.239591	0	0	0	0	0	0
hsa-miR-1233-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234	0.566732	0	0.198411	0	0	0	0	0.163539	0	0	0	0	0.374956	0.204762	0.356154	0.393261	0.280213	0	0.463875	0	0	0	0	0	0	0	0	0	0	0	0	0.254575	0	0	0	0.329023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070067	0	0	0
hsa-miR-1236	0	0	0.595232	0	0	0	0	0	0	0.085812	0	0	0	0	0	0.19663	0	0	0	0.221365	0.196271	0	0	0	0	0	0	0	0	0	0.145067	0	0	0	0	0.219348	0	0	0	0	0	0	0	0.553	0	0	0.239591	0	0	0	0	0	0
hsa-miR-1237	0	0	0	0	0.809443	0	0	0	0.130765	0	0	0.707404	0	0	0.534231	0.19663	0.140107	0	0	0	0.196271	0.083363	0.805244	0	0.175657	0.204366	0	0	0	0	0	0	0	0.116752	0	0	0.639717	0.411731	1.038517	0.129306	0	0.588499	0	0.2765	0.283418	0	0.479182	0.361129	0	0.210202	0	0	0.262457
hsa-miR-1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083363	0	0	0	0	0	0.136713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
